EmployeeId,FirstName,LastName,PositionId,PositionTitle,DepartmentId,BirthDate,HireDate,Salary,Gender,ManagementRole,DepartmentDescription,PayType
376,Elsie,Lewin,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,8200,M,Store Full Time Staf,Store Permanent Checkers,Monthly
377,Bev,Desalvo,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,7000,F,Store Full Time Staf,Store Permanent Checkers,Monthly
378,Oscar,Alpuerto,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6800,M,Store Full Time Staf,Store Permanent Checkers,Monthly
379,Cecelia,Marshall,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6700,M,Store Full Time Staf,Store Permanent Checkers,Monthly
380,Gabriel,Bockenkamp,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,8200,M,Store Full Time Staf,Store Permanent Checkers,Monthly
381,Alice,Kesterson,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
382,J. Phillip,Alexander,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
383,R. Morgan,Mendoza,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
384,Pam,Herrick,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
385,James,McCoy,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
386,Rossane,Thoreson,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
387,Victoria,Snowden,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
388,Donald,Blanton,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
389,Cornett,Gibbens,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
390,Paul,Alcorn,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
391,Virginia,Miller,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
392,Henry,Campen,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
393,Connie,Coffman,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
394,Jared,Bustamante,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
395,Carla,Eldridge,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
396,Barbara,Sipsy,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4400,F,Store Full Time Staf,Store Permanent Stockers,Monthly
397,Dorothy,Weimer,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4800,M,Store Full Time Staf,Store Permanent Stockers,Monthly
398,Richard,Irwin,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,3700,M,Store Full Time Staf,Store Permanent Stockers,Monthly
399,Alma,Son,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,6500,M,Store Full Time Staf,Store Permanent Stockers,Monthly
400,Cornelius,Brandon,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,5200,F,Store Full Time Staf,Store Permanent Stockers,Monthly
401,Monica,Quintana,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4650,M,Store Full Time Staf,Store Permanent Stockers,Monthly
402,John,Colon,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4550,F,Store Full Time Staf,Store Permanent Stockers,Monthly
403,Brenda,Barlow,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4400,M,Store Full Time Staf,Store Permanent Stockers,Monthly
404,Ronald,Adina,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4700,M,Store Full Time Staf,Store Permanent Stockers,Monthly
405,Michael,Bohling,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4500,F,Store Full Time Staf,Store Permanent Stockers,Monthly
406,Sam,Wheeler,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4400,M,Store Full Time Staf,Store Permanent Stockers,Monthly
407,Abraham,Swearengin,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4600,M,Store Full Time Staf,Store Permanent Stockers,Monthly
408,David,Givens,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
409,Glenna,Beanston,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
410,Dirk,Bruno,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
411,Alexander,Berger,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
412,Marcia,Sultan,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
413,Martin,Svoboda,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
414,Mary,Tullao,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
415,Irene,Hernandez,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
416,Jay Saxema,Wilkie,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
417,Sean,Lunt,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
418,Paul,Fulton,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
419,Rudolph,Dillon,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
420,Matthew,Miller,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
421,Vassar,Stern,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
422,Ruth,Suffin,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
423,Kristine,Cleary,12,Store Assistant Manager,11,19321224 00:00:00,19970101 00:00:00,13000,F,Store Management,Store Management,Monthly
424,Jaunita,Homax,13,Store Shift Supervisor,11,19610924 00:00:00,19970101 00:00:00,8900,F,Store Management,Store Management,Monthly
425,Margaret,Adams,13,Store Shift Supervisor,11,19610924 00:00:00,19970101 00:00:00,8200,M,Store Management,Store Management,Monthly
426,Carla,Zubaty,13,Store Shift Supervisor,11,19610924 00:00:00,19970101 00:00:00,7000,M,Store Management,Store Management,Monthly
427,Tammy,Khan,19,Store Permanent Butcher,19,19601210 00:00:00,19970101 00:00:00,8500,M,Store Full Time Staf,Store Permanent Butchers,Monthly
428,David,Brinkd,19,Store Permanent Butcher,19,19601210 00:00:00,19970101 00:00:00,8500,M,Store Full Time Staf,Store Permanent Butchers,Monthly
429,James,Clark,14,Store Information Systems,14,19420601 00:00:00,19970101 00:00:00,9000,M,Store Full Time Staf,Store Information Systems,Monthly
430,Helen,Dennis,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,7000,M,Store Full Time Staf,Store Permanent Checkers,Monthly
431,Eric,Brumfield,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6800,F,Store Full Time Staf,Store Permanent Checkers,Monthly
432,Madalena,Sanchez,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6700,F,Store Full Time Staf,Store Permanent Checkers,Monthly
433,Gary,Suess,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,8200,F,Store Full Time Staf,Store Permanent Checkers,Monthly
434,Glenn,Trach,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,7000,F,Store Full Time Staf,Store Permanent Checkers,Monthly
435,Cynthia,White,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6800,F,Store Full Time Staf,Store Permanent Checkers,Monthly
436,Walter,Brian,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6700,M,Store Full Time Staf,Store Permanent Checkers,Monthly
437,Christie,Trujillo,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,8200,F,Store Full Time Staf,Store Permanent Checkers,Monthly
438,Lili,Alameda,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,7000,F,Store Full Time Staf,Store Permanent Checkers,Monthly
439,Dorothy,Fox,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6800,M,Store Full Time Staf,Store Permanent Checkers,Monthly
440,Aldeen,Gallagher,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6700,F,Store Full Time Staf,Store Permanent Checkers,Monthly
441,Dorothy,Myer,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,8200,F,Store Full Time Staf,Store Permanent Checkers,Monthly
442,David,Byrnes,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
443,Justine,Ryan,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
444,Forrest,Chand,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
445,Margaret,Vanderkamp,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
446,Rosmarie,Carroll,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
447,Dorothy,Contreras,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
448,Joseph,Cantoni,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
449,Celine,Reed,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
450,Glin,Peterson,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
451,Stephen,Osborn,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
452,Lowell,Graham.,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
453,Jamie,Shaddy,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
454,Hattie,Haemon,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
455,Jame,Krow,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
456,Shane,Belli,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
457,Ethel,Porter,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4400,F,Store Full Time Staf,Store Permanent Stockers,Monthly
458,Gloria,Lesko,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4800,F,Store Full Time Staf,Store Permanent Stockers,Monthly
459,Michael,Worland,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,3700,M,Store Full Time Staf,Store Permanent Stockers,Monthly
460,Alvin,Torre,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,6500,M,Store Full Time Staf,Store Permanent Stockers,Monthly
461,Susan,Ramos,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,5200,M,Store Full Time Staf,Store Permanent Stockers,Monthly
462,Jill,Christie,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4650,F,Store Full Time Staf,Store Permanent Stockers,Monthly
463,Juanita,Zocchi,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4550,M,Store Full Time Staf,Store Permanent Stockers,Monthly
464,Sandra,Altamirano,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4400,M,Store Full Time Staf,Store Permanent Stockers,Monthly
465,Edna,Benson,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4700,M,Store Full Time Staf,Store Permanent Stockers,Monthly
466,Alexander,Deborde,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4500,M,Store Full Time Staf,Store Permanent Stockers,Monthly
467,Barbara,Calone,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4400,F,Store Full Time Staf,Store Permanent Stockers,Monthly
468,Cheryl,Pompa,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4600,F,Store Full Time Staf,Store Permanent Stockers,Monthly
469,Doris,Traube,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
470,Cathy,Sloan,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
471,Homer,Villa,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
472,Deena,Herman,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
473,Leota,Roberts,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
474,John,Mc Clane,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
475,Jennifer,Maxham,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
476,Elizabeth,Sullivan,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
477,Irene,Watada,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
478,Constance,Rhiger,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
479,Rhoda,Finley,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
480,Kathleen,Winter,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
481,Carla,Adams,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
482,Vanessa,Tench,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
483,Carol,Brink,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
484,Adam,Reynolds,12,Store Assistant Manager,11,19321224 00:00:00,19970101 00:00:00,13000,F,Store Management,Store Management,Monthly
485,Constance,Posner,13,Store Shift Supervisor,11,19610924 00:00:00,19970101 00:00:00,8900,F,Store Management,Store Management,Monthly
486,William,Hapke,13,Store Shift Supervisor,11,19610924 00:00:00,19970101 00:00:00,8200,M,Store Management,Store Management,Monthly
487,Joshua,Huff,13,Store Shift Supervisor,11,19610924 00:00:00,19970101 00:00:00,7000,F,Store Management,Store Management,Monthly
488,Carolee,Brown,19,Store Permanent Butcher,19,19601210 00:00:00,19970101 00:00:00,8500,M,Store Full Time Staf,Store Permanent Butchers,Monthly
489,Frances,Giglio,19,Store Permanent Butcher,19,19601210 00:00:00,19970101 00:00:00,8500,M,Store Full Time Staf,Store Permanent Butchers,Monthly
490,Irma,Sherwood,14,Store Information Systems,14,19420601 00:00:00,19970101 00:00:00,9000,F,Store Full Time Staf,Store Information Systems,Monthly
491,Benjamin,Becker,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,7000,F,Store Full Time Staf,Store Permanent Checkers,Monthly
492,Chad,Tedford,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6800,M,Store Full Time Staf,Store Permanent Checkers,Monthly
493,Luke,Roy,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6700,M,Store Full Time Staf,Store Permanent Checkers,Monthly
494,Jean,Holloway,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,8200,F,Store Full Time Staf,Store Permanent Checkers,Monthly
495,Olga,Trau,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,7000,M,Store Full Time Staf,Store Permanent Checkers,Monthly
496,Steve,Carnes,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6800,M,Store Full Time Staf,Store Permanent Checkers,Monthly
497,Betty,Potts,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6700,M,Store Full Time Staf,Store Permanent Checkers,Monthly
498,Edward,Kozlowski,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,8200,M,Store Full Time Staf,Store Permanent Checkers,Monthly
499,Sharon,Looney,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,7000,M,Store Full Time Staf,Store Permanent Checkers,Monthly
500,Patrick,Magenheimer,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6800,F,Store Full Time Staf,Store Permanent Checkers,Monthly
501,Sue,Hofsetz,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6700,F,Store Full Time Staf,Store Permanent Checkers,Monthly
502,Janet,Gilliat,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,8200,F,Store Full Time Staf,Store Permanent Checkers,Monthly
503,Charlene,Wojcik,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
504,Eunice,Wolf,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
505,Kelly,Whitworth,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
506,Judy,Thames,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
507,Pearlie,Rusek,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
508,Peggy,Justice,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
509,William,Conner,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
510,Ciro,Bauer,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
511,Takiko,Collins,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
512,Leonard,Smith,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
513,Lenore,Yasi,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
514,Lester,Bowman,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
515,Barbara,Germanson,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
516,Mary,Smith,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
517,Alice,Serventi,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
518,Lee,Chapla,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4400,F,Store Full Time Staf,Store Permanent Stockers,Monthly
519,DeeDee,Cameron,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4800,F,Store Full Time Staf,Store Permanent Stockers,Monthly
520,Jo,Zgeirmann,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,3700,M,Store Full Time Staf,Store Permanent Stockers,Monthly
521,William,Mondragon,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,6500,M,Store Full Time Staf,Store Permanent Stockers,Monthly
522,Cecil,Allison,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,5200,F,Store Full Time Staf,Store Permanent Stockers,Monthly
523,Nieves,Vargas,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4650,M,Store Full Time Staf,Store Permanent Stockers,Monthly
524,Helen,Vlass,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4550,F,Store Full Time Staf,Store Permanent Stockers,Monthly
525,Abigail,Gonzalez,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4400,M,Store Full Time Staf,Store Permanent Stockers,Monthly
526,Denean,Ison,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4700,F,Store Full Time Staf,Store Permanent Stockers,Monthly
527,Billy,Trent,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4500,F,Store Full Time Staf,Store Permanent Stockers,Monthly
528,Mary,Vaca,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4400,M,Store Full Time Staf,Store Permanent Stockers,Monthly
529,Kyley,Arbelaez,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4600,M,Store Full Time Staf,Store Permanent Stockers,Monthly
530,Michael,Lee,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
531,Walter,Maes,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
532,Ramona,Antrim,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
533,Liam,Friedland,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
534,Charles,Strange,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
535,William,Richter,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
536,Maxwell,Amland,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
537,Z . T.  Milton,Albury,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
538,Marie,Richmeier,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
539,Jodan,Jacobson,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
540,David,Bartness,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
541,Teanna,Cobb,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
542,M. E. Joseph,Lique,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
543,Robert,Bernacchi,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
544,Patricia,Zubaty,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
545,Matthew,Hunter,12,Store Assistant Manager,11,19321224 00:00:00,19970101 00:00:00,13000,F,Store Management,Store Management,Monthly
546,Florence,Vonholt,13,Store Shift Supervisor,11,19610924 00:00:00,19970101 00:00:00,8900,M,Store Management,Store Management,Monthly
547,Eddie,Holmes,13,Store Shift Supervisor,11,19610924 00:00:00,19970101 00:00:00,8200,M,Store Management,Store Management,Monthly
548,Gerald,Drury,13,Store Shift Supervisor,11,19610924 00:00:00,19970101 00:00:00,7000,M,Store Management,Store Management,Monthly
549,Kristin,Watts,19,Store Permanent Butcher,19,19601210 00:00:00,19970101 00:00:00,8500,M,Store Full Time Staf,Store Permanent Butchers,Monthly
550,Carlos,Short,19,Store Permanent Butcher,19,19601210 00:00:00,19970101 00:00:00,8500,F,Store Full Time Staf,Store Permanent Butchers,Monthly
551,Robin,Mc Guigan,14,Store Information Systems,14,19420601 00:00:00,19970101 00:00:00,9000,M,Store Full Time Staf,Store Information Systems,Monthly
552,Dorothy,Wollesen,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,7000,F,Store Full Time Staf,Store Permanent Checkers,Monthly
553,Marjorie,Lee,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6800,F,Store Full Time Staf,Store Permanent Checkers,Monthly
554,Mary,Gimmi,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6700,F,Store Full Time Staf,Store Permanent Checkers,Monthly
555,Milton,Pugh,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,8200,F,Store Full Time Staf,Store Permanent Checkers,Monthly
556,John,Bennetts,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,8000,M,Store Full Time Staf,Store Permanent Checkers,Monthly
557,Caroline,Woodard,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,7000,F,Store Full Time Staf,Store Permanent Checkers,Monthly
558,Tomas,Manzanares,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6800,F,Store Full Time Staf,Store Permanent Checkers,Monthly
559,Kayla,Stotler,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6700,M,Store Full Time Staf,Store Permanent Checkers,Monthly
